consent,focus_duration_single_task,main_distractions_multi,tired_even_without_hard_work,frustration_cant_stay_focused,busy_all_day_accomplish_little,behaviour_alignment,values_alignment_focus_effect,distraction_strategies_multi,focus_improvement_change_open,lose_focus_feeling_one_word,age_group,gender,work_status,country,values_top3_confidence,values_top3_open_1,values_top3_open_2,values_top3_open_3
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries,sometimes,rarely,rarely,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;silencing_notifications;using_apps_block_distractions;working_in_quiet_spaces,stop worrying over things i can't control,anxious,age_25_34,man,employed_full_time,us,yes_definitely,integrity,,
yes,5_10_minutes,background_noise_environment;internal_thoughts_worries;multitasking_switching_tasks,often,often,often,neutral,somewhat_more_focused,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;working_in_quiet_spaces,Mostly it's more about getting started on tasks so I would change the way I procrastinate and get stuck doing stuff I shouldn't instead of starting to do the things I need to get done and also I would change or find ways to become more motivated to tackling the things that I need to accomplish.,Procrastinator,age_25_34,woman,employed_part_time,us,somewhat,,family,
yes,11_20_minutes,background_noise_environment;colleagues_family_friends;smartphone_notifications,sometimes,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,taking_breaks_exercise;working_in_quiet_spaces,a proper home office / room that is a dedicated space,frustrated,age_45_54,woman,unemployed,uk,somewhat,,kindness_compassion,
yes,more_than_30_minutes,colleagues_family_friends;internal_thoughts_worries;multitasking_switching_tasks,sometimes,rarely,rarely,very_strongly_aligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise;using_apps_block_distractions,I would change how I operate in terms of efficiency.,Exasperated,age_18_24,man,employed_full_time,uk,yes_definitely,hard_work_diligence,,
yes,21_30_minutes,background_noise_environment;colleagues_family_friends;multitasking_switching_tasks,sometimes,almost_always,sometimes,neutral,much_more_focused_energized,aligning_tasks_with_priorities_values,stop my mind wandering and creating anxiety,anxious,age_55_plus,woman,self_employed,uk,somewhat,family,,
yes,more_than_30_minutes,colleagues_family_friends,rarely,rarely,rarely,very_strongly_aligned,much_more_focused_energized,taking_breaks_exercise;working_in_quiet_spaces,"To improve my ability to focus, I would set aside more time to meditate each day.",Distracted,age_45_54,woman,self_employed,us,yes_definitely,family,,
yes,21_30_minutes,colleagues_family_friends;email_messaging_apps;smartphone_notifications,sometimes,often,sometimes,neutral,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,Maybe have breaks in between so you are able to focus more.,Annoyed,age_35_44,man,employed_full_time,uk,not_really,loyalty,,
yes,more_than_30_minutes,smartphone_notifications,almost_always,rarely,rarely,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise,Avoid distractions,Unhappy,age_35_44,man,employed_full_time,uk,yes_definitely,hard_work_diligence,,
yes,5_10_minutes,internal_thoughts_worries;multitasking_switching_tasks;social_media_scrolling,rarely,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Stop opening phone apps,irritated,age_25_34,man,self_employed,uk,not_really,,,
yes,21_30_minutes,colleagues_family_friends;smartphone_notifications;social_media_scrolling,often,often,often,somewhat_aligned,much_more_focused_energized,scheduling_focus_time_timers;using_apps_block_distractions,I would blank out the noise.,distracted,age_45_54,man,employed_full_time,us,yes_definitely,honesty,honesty,integrity
yes,21_30_minutes,internal_thoughts_worries,rarely,rarely,sometimes,neutral,somewhat_more_focused,working_in_quiet_spaces,"As much as possible, be able to only work on tasks that I have a genuine interest in",Bored,age_25_34,man,employed_full_time,au,not_at_all,kindness_compassion,honesty,
yes,11_20_minutes,colleagues_family_friends;internal_thoughts_worries;multitasking_switching_tasks,sometimes,sometimes,sometimes,somewhat_aligned,neutral,taking_breaks_exercise;using_apps_block_distractions,consistency,disappointed,age_35_44,man,self_employed,us,somewhat,,trust,hard_work_diligence
yes,21_30_minutes,colleagues_family_friends;smartphone_notifications;social_media_scrolling,sometimes,often,often,somewhat_aligned,somewhat_more_focused,using_apps_block_distractions,To do less pressure tasks more quickly so they are not left.,Bored,age_35_44,man,employed_full_time,uk,somewhat,hard_work_diligence,honesty,trust
yes,11_20_minutes,email_messaging_apps;smartphone_notifications;social_media_scrolling,sometimes,often,sometimes,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;silencing_notifications;working_in_quiet_spaces,Have a phone free time at some point in the day,frustrating,age_25_34,woman,employed_full_time,uk,yes_definitely,honesty,integrity,loyalty
yes,21_30_minutes,email_messaging_apps;multitasking_switching_tasks;smartphone_notifications,sometimes,rarely,sometimes,somewhat_aligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,taking more regular breaks,distracted,age_45_54,man,employed_full_time,uk,somewhat,honesty,,
yes,11_20_minutes,smartphone_notifications,sometimes,sometimes,often,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,be in a quiet place,tired,age_35_44,man,employed_full_time,uk,somewhat,,,
yes,more_than_30_minutes,background_noise_environment;multitasking_switching_tasks;smartphone_notifications,sometimes,never,rarely,somewhat_aligned,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,Stay focused on the one task and not distract myself when thinking of another task.,Irked,age_55_plus,man,other,uk,not_really,,,
yes,more_than_30_minutes,colleagues_family_friends;email_messaging_apps;multitasking_switching_tasks,sometimes,often,sometimes,neutral,somewhat_more_focused,scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,"Complete work that is of more interest to me i.e. if I don't find a task interesting, I struggle to focus on it",Bored,age_25_34,woman,employed_full_time,uk,not_at_all,,kindness_compassion,kindness_compassion
yes,11_20_minutes,background_noise_environment;email_messaging_apps;smartphone_notifications,sometimes,sometimes,sometimes,somewhat_misaligned,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise,Having a close by office to work from more often,tired,age_25_34,man,employed_full_time,uk,somewhat,,,
yes,21_30_minutes,colleagues_family_friends;internal_thoughts_worries;social_media_scrolling,often,sometimes,often,neutral,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;silencing_notifications,A job that could be done from home,Frustrated,age_25_34,woman,employed_full_time,uk,yes_definitely,,,
yes,more_than_30_minutes,background_noise_environment;email_messaging_apps;smartphone_notifications,sometimes,sometimes,rarely,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise;using_apps_block_distractions;working_in_quiet_spaces,Time management,lost,age_25_34,man,employed_full_time,us,yes_definitely,,,
yes,more_than_30_minutes,multitasking_switching_tasks;smartphone_notifications;social_media_scrolling,sometimes,rarely,rarely,very_strongly_aligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise,The strength to put my phone away.,Frustrated,age_55_plus,woman,self_employed,uk,somewhat,honesty,kindness_compassion,
yes,11_20_minutes,email_messaging_apps;smartphone_notifications;social_media_scrolling,sometimes,almost_always,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise,"Being able to shut out outside noise, even people having a conversation that doesnt involve me.",Annoyed.,age_35_44,woman,employed_part_time,uk,not_at_all,family,,
yes,21_30_minutes,internal_thoughts_worries;multitasking_switching_tasks;smartphone_notifications,often,often,sometimes,somewhat_aligned,neutral,scheduling_focus_time_timers;taking_breaks_exercise;working_in_quiet_spaces,Scheduled/regular gaps in calender where no meetings can be book or take any calls giving me a chance for a quick walk away from desk,Frustrated,age_35_44,man,employed_full_time,uk,somewhat,trust,honesty,
yes,more_than_30_minutes,background_noise_environment;colleagues_family_friends,never,rarely,sometimes,somewhat_aligned,no_difference,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,I would say the ability to stop colleagues interrupting,niggled,age_45_54,man,employed_full_time,uk,somewhat,loyalty,honesty,
yes,21_30_minutes,internal_thoughts_worries;smartphone_notifications;social_media_scrolling,sometimes,rarely,sometimes,neutral,somewhat_more_focused,silencing_notifications;using_apps_block_distractions;working_in_quiet_spaces,Create a more positive mood about the tasks I am completing,Frustrated,age_45_54,man,employed_full_time,uk,somewhat,,,
yes,less_than_5_minutes,background_noise_environment;colleagues_family_friends;social_media_scrolling,almost_always,almost_always,almost_always,neutral,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise,Plan out my schedule better by physically jotting down the tasks,Shit,age_25_34,woman,unemployed,us,not_really,hard_work_diligence,,
yes,21_30_minutes,background_noise_environment;internal_thoughts_worries,sometimes,almost_always,almost_always,neutral,neutral,taking_breaks_exercise;working_in_quiet_spaces,stop my mind wandering,frustration,age_55_plus,man,employed_full_time,uk,not_really,honesty,,
yes,more_than_30_minutes,background_noise_environment;email_messaging_apps;smartphone_notifications,sometimes,sometimes,sometimes,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,"it would be reducing the number of simultaneous tasks or inputs I process at once. Streamlining information flow would allow me to dedicate more processing power to a single task, resulting in deeper focus and more nuanced responses.",Frustrated,age_55_plus,man,self_employed,us,yes_definitely,honesty,,
yes,21_30_minutes,background_noise_environment;internal_thoughts_worries;multitasking_switching_tasks,rarely,rarely,sometimes,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;silencing_notifications;working_in_quiet_spaces,"The desire to focus for myself.  I focus in a work environment but have such a broad range of interests that I tend to flit from project to project, and won't start non-urgent things because 'there is always tomorrow'.",Fascinated by something else!,age_55_plus,woman,self_employed,uk,yes_definitely,integrity,,kindness_compassion
yes,more_than_30_minutes,email_messaging_apps;internal_thoughts_worries;smartphone_notifications,often,often,often,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;taking_breaks_exercise;working_in_quiet_spaces,remove distractions,frustrated,age_55_plus,woman,employed_full_time,uk,yes_definitely,fairness,,kindness_compassion
yes,more_than_30_minutes,background_noise_environment;colleagues_family_friends;smartphone_notifications,rarely,rarely,sometimes,somewhat_aligned,neutral,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,More quiet times,Annoyed,age_55_plus,woman,other,uk,not_really,honesty,loyalty,
yes,more_than_30_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,rarely,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,scheduling_focus_time_timers;silencing_notifications;working_in_quiet_spaces,I would like a quieter working space at times.,I feel frustrated with myself.,age_45_54,woman,employed_part_time,uk,yes_definitely,honesty,kindness_compassion,
yes,more_than_30_minutes,colleagues_family_friends;multitasking_switching_tasks,rarely,rarely,sometimes,somewhat_aligned,much_more_focused_energized,using_apps_block_distractions,"I currently work form home, my desk is in the corner of the living room.  I would love to have an office which is out of the way.  I have learned how to focus properly but there are still distractions that I could do without.",Frustrated.,age_45_54,man,employed_full_time,uk,somewhat,family,honesty,integrity
yes,11_20_minutes,internal_thoughts_worries;multitasking_switching_tasks;social_media_scrolling,often,often,often,somewhat_misaligned,somewhat_more_focused,taking_breaks_exercise,I would try to be less tired.,Wandering,age_25_34,man,employed_full_time,us,somewhat,,integrity,kindness_compassion
yes,more_than_30_minutes,colleagues_family_friends;multitasking_switching_tasks,sometimes,sometimes,rarely,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,I would like to be able to reserve more quiet time,Annoyed,age_45_54,man,employed_full_time,uk,yes_definitely,,,
yes,11_20_minutes,smartphone_notifications,often,often,often,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise,The ability to reduuce time on smartphone,disengaged,age_25_34,man,employed_full_time,uk,somewhat,family,,
yes,11_20_minutes,background_noise_environment;colleagues_family_friends,sometimes,rarely,never,somewhat_aligned,neutral,scheduling_focus_time_timers;silencing_notifications,I would move to a quieter place.,Frustrated,age_35_44,woman,unemployed,us,somewhat,,,kindness_compassion
yes,21_30_minutes,email_messaging_apps;multitasking_switching_tasks;smartphone_notifications,sometimes,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise,have private spaces to work within when high focus is required,frustrated,age_35_44,man,self_employed,uk,somewhat,honesty,,trust
yes,less_than_5_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,sometimes,often,often,somewhat_misaligned,no_difference,silencing_notifications;working_in_quiet_spaces,ability to stop being pestered by family,resigned,age_55_plus,woman,employed_part_time,uk,not_really,,family,
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries;other,often,often,sometimes,somewhat_misaligned,much_more_focused_energized,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Better pain control / management.,Scattered.,age_55_plus,woman,other,uk,yes_definitely,integrity,,
yes,11_20_minutes,email_messaging_apps;smartphone_notifications;social_media_scrolling,sometimes,rarely,rarely,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,I would remove my smartphone so I am not distracted,Frustrated,age_25_34,woman,employed_full_time,uk,yes_definitely,,,
yes,more_than_30_minutes,social_media_scrolling,rarely,sometimes,rarely,very_strongly_aligned,somewhat_more_focused,scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Stop scrolling social media.,Frustrated,age_25_34,man,employed_full_time,uk,somewhat,,loyalty,trust
yes,more_than_30_minutes,email_messaging_apps;smartphone_notifications;social_media_scrolling,sometimes,sometimes,sometimes,somewhat_aligned,neutral,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Get better sleep.,Annoyed,age_45_54,man,employed_part_time,uk,somewhat,honesty,,
yes,11_20_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,sometimes,often,sometimes,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values,Write a to-do list rather than trying to store it in my head.,Frustrated,age_55_plus,woman,other,uk,not_really,family,,
yes,21_30_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,rarely,rarely,never,very_strongly_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,I would like to change working environments so I could work in a more spacious office and without the distractions presented by work colleagues and the general office sounds that are ever present.,Frustrated,age_45_54,man,employed_full_time,au,somewhat,honesty,integrity,loyalty
yes,11_20_minutes,email_messaging_apps;internal_thoughts_worries;social_media_scrolling,often,almost_always,often,somewhat_misaligned,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,"I would like to be able to stop daydreaming so much, because I tend to get lost in my thoughts and then find time has passed when I should have been focused on something else.",Frustrated,age_35_44,woman,self_employed,uk,not_really,hard_work_diligence,hard_work_diligence,
yes,21_30_minutes,background_noise_environment;smartphone_notifications;social_media_scrolling,sometimes,often,almost_always,neutral,neutral,taking_breaks_exercise,To turn off my phone,Annoyed,age_25_34,man,employed_full_time,uk,somewhat,kindness_compassion,,
yes,21_30_minutes,colleagues_family_friends;email_messaging_apps;multitasking_switching_tasks,often,sometimes,often,somewhat_aligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,lose Teams as it is so distracting,frustrated,age_45_54,woman,employed_full_time,uk,not_really,kindness_compassion,kindness_compassion,integrity
yes,11_20_minutes,colleagues_family_friends;multitasking_switching_tasks,often,almost_always,almost_always,somewhat_aligned,much_more_focused_energized,taking_breaks_exercise,"Silence other things, thoughts and ideas in my brain.",Impatient,age_45_54,woman,self_employed,uk,yes_definitely,,,
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries;other,rarely,often,rarely,neutral,somewhat_more_focused,working_in_quiet_spaces,I would be more able to calm my mind and clear it of worries/distracting thoughts.,frustrated,age_55_plus,woman,other,uk,somewhat,honesty,integrity,loyalty
yes,5_10_minutes,email_messaging_apps;smartphone_notifications;social_media_scrolling,almost_always,almost_always,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications,To be able to focus for longer without being distracted,Frustrated,age_18_24,woman,employed_full_time,uk,somewhat,kindness_compassion,,
yes,more_than_30_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,sometimes,rarely,rarely,very_strongly_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise,Work from home/away from office more to avoid in-office distractions.,Frustrated.,age_45_54,man,employed_full_time,uk,yes_definitely,honesty,,
yes,11_20_minutes,background_noise_environment;email_messaging_apps;multitasking_switching_tasks,sometimes,almost_always,often,neutral,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Probably to come off my antidepressants since they seem to have taken away any joy I experienced. Once I'd be able to enjoy what I do again I think I would focus better.,Frustrated,age_45_54,woman,other,uk,somewhat,,kindness_compassion,
yes,11_20_minutes,smartphone_notifications;social_media_scrolling,sometimes,sometimes,almost_always,very_strongly_aligned,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,Be given time to specifically do one thing. I have multitasking fatigue,"Like my real, full self at my best capability. I sometimes feel half of a person because of being dragged across 3-4 things at one time",age_35_44,man,other,uk,yes_definitely,honesty,,
yes,21_30_minutes,background_noise_environment;email_messaging_apps;multitasking_switching_tasks,rarely,rarely,rarely,somewhat_aligned,neutral,aligning_tasks_with_priorities_values;silencing_notifications;using_apps_block_distractions;working_in_quiet_spaces,I'd like to have more control over distractions,Distracted,age_55_plus,man,employed_full_time,au,not_really,trust,honesty,kindness_compassion
yes,more_than_30_minutes,colleagues_family_friends;multitasking_switching_tasks,rarely,rarely,sometimes,neutral,much_more_focused_energized,silencing_notifications;taking_breaks_exercise,not having my mobile phone with me,disappointed,age_35_44,man,employed_full_time,uk,not_really,honesty,,
yes,5_10_minutes,internal_thoughts_worries;smartphone_notifications;social_media_scrolling,often,often,often,neutral,somewhat_more_focused,scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise,less time on my phone,disappointed,age_25_34,woman,self_employed,uk,not_really,honesty,,kindness_compassion
yes,more_than_30_minutes,colleagues_family_friends;internal_thoughts_worries;smartphone_notifications,rarely,often,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,be in a quiet room alone -making sure i drink water,irritated,age_55_plus,woman,employed_full_time,uk,not_really,hard_work_diligence,honesty,
yes,5_10_minutes,internal_thoughts_worries;multitasking_switching_tasks;smartphone_notifications,almost_always,almost_always,almost_always,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,Stop procrastinating about everything and overthinking,Disappointed,age_45_54,woman,self_employed,uk,somewhat,kindness_compassion,honesty,kindness_compassion
yes,5_10_minutes,colleagues_family_friends;internal_thoughts_worries;multitasking_switching_tasks,rarely,rarely,rarely,somewhat_aligned,neutral,taking_breaks_exercise;working_in_quiet_spaces,Working in an area where there are no other people to distract me,frustrated,age_55_plus,man,employed_full_time,us,somewhat,honesty,family,
yes,21_30_minutes,background_noise_environment;colleagues_family_friends;smartphone_notifications,almost_always,often,often,neutral,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,"Have a space/location that was truly 100%all to myself without having to worry about anyone unexpected knocking at my door, my dog barking, the laundry needing done, dinner started, boyfriend getting off work early/late so coming in whenever and interrupting, etc.",frustrated,age_45_54,woman,employed_full_time,us,yes_definitely,trust,loyalty,
yes,21_30_minutes,colleagues_family_friends,often,rarely,rarely,somewhat_aligned,much_more_focused_energized,silencing_notifications;working_in_quiet_spaces,the environment,frustrated,age_25_34,man,employed_full_time,us,yes_definitely,loyalty,,
yes,more_than_30_minutes,colleagues_family_friends;internal_thoughts_worries;social_media_scrolling,often,often,often,somewhat_aligned,somewhat_more_focused,scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise,Less addicted to my phone!,Disappointed,age_35_44,woman,employed_full_time,uk,not_really,honesty,integrity,kindness_compassion
yes,11_20_minutes,email_messaging_apps;smartphone_notifications;social_media_scrolling,almost_always,often,often,somewhat_misaligned,much_more_focused_energized,scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Get rid of my mobile phone to be honest,Guilty,age_25_34,man,employed_full_time,uk,yes_definitely,family,kindness_compassion,fairness
yes,11_20_minutes,colleagues_family_friends;email_messaging_apps;smartphone_notifications,sometimes,rarely,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Listening to music when working,Annoyed,age_45_54,man,employed_full_time,us,yes_definitely,family,hard_work_diligence,kindness_compassion
yes,21_30_minutes,colleagues_family_friends;email_messaging_apps;smartphone_notifications,rarely,rarely,sometimes,somewhat_aligned,somewhat_more_focused,scheduling_focus_time_timers;taking_breaks_exercise;working_in_quiet_spaces,I would like to be able to focus more on tasks that I find boring.,Frustrated,age_25_34,woman,employed_full_time,uk,somewhat,honesty,kindness_compassion,hard_work_diligence
yes,21_30_minutes,multitasking_switching_tasks;smartphone_notifications;social_media_scrolling,rarely,often,sometimes,somewhat_aligned,much_more_focused_energized,scheduling_focus_time_timers;taking_breaks_exercise;working_in_quiet_spaces,Better ability to focus even when around other people,frustrated,age_25_34,woman,employed_full_time,uk,somewhat,integrity,hard_work_diligence,kindness_compassion
yes,21_30_minutes,smartphone_notifications,sometimes,often,sometimes,somewhat_aligned,much_more_focused_energized,silencing_notifications,Having fewer digital interruptions and a calmer environment.,Frustrated,age_55_plus,man,unemployed,uk,somewhat,family,,honesty
yes,more_than_30_minutes,background_noise_environment;colleagues_family_friends;social_media_scrolling,sometimes,almost_always,often,somewhat_aligned,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,I would wish to have a neurotypical brain.,Distracted.,age_35_44,woman,unemployed,uk,yes_definitely,,,fairness
yes,more_than_30_minutes,background_noise_environment;colleagues_family_friends;smartphone_notifications,sometimes,often,sometimes,very_strongly_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;silencing_notifications;using_apps_block_distractions;working_in_quiet_spaces,fewer intrusions,frustrated,age_55_plus,man,self_employed,uk,yes_definitely,fairness,fairness,
yes,11_20_minutes,email_messaging_apps;internal_thoughts_worries;multitasking_switching_tasks,sometimes,rarely,rarely,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise;using_apps_block_distractions;working_in_quiet_spaces,Have set times for receiving messages and set times for focus,Stressed,age_25_34,woman,employed_part_time,uk,somewhat,,,
yes,more_than_30_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,rarely,sometimes,rarely,very_strongly_aligned,neutral,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,Environment,Guilty,age_18_24,woman,employed_part_time,us,yes_definitely,,integrity,
yes,5_10_minutes,multitasking_switching_tasks;smartphone_notifications;social_media_scrolling,sometimes,almost_always,sometimes,neutral,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,I'd love to change how dependent I am of my cell phone.,Frustrated,age_25_34,man,unemployed,us,not_really,,loyalty,
yes,21_30_minutes,email_messaging_apps;smartphone_notifications;social_media_scrolling,sometimes,often,often,neutral,somewhat_more_focused,working_in_quiet_spaces,Be less distracted by my phone notifications and messages that pop up,Distracted,age_25_34,woman,employed_part_time,uk,not_really,,,kindness_compassion
yes,11_20_minutes,internal_thoughts_worries;multitasking_switching_tasks,rarely,rarely,sometimes,somewhat_aligned,somewhat_more_focused,taking_breaks_exercise,Focus on one thing fully.,Muddled,age_45_54,woman,employed_full_time,uk,yes_definitely,,kindness_compassion,
yes,more_than_30_minutes,email_messaging_apps;multitasking_switching_tasks;smartphone_notifications,sometimes,often,sometimes,not_aligned_at_all,neutral,taking_breaks_exercise,"It is more dependant on what I am working on. For example if I am working on my music, which I am passionate about, I have no problem focusing. For my work I am not passionate about so I can't focus as well. If my work was more meaningful I would be able to focus better.","Indifferent. If I am at work and not rushed, I don't really care too much if I get distracted.",age_25_34,man,employed_full_time,uk,somewhat,,kindness_compassion,trust
yes,5_10_minutes,email_messaging_apps;internal_thoughts_worries;multitasking_switching_tasks,often,sometimes,rarely,neutral,somewhat_more_focused,silencing_notifications,Keeping Stray thoughts from flooding my brain.,Annoyed.,age_55_plus,man,employed_full_time,us,yes_definitely,honesty,,integrity
yes,11_20_minutes,colleagues_family_friends;internal_thoughts_worries;multitasking_switching_tasks,sometimes,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,I would be able to switch off extraneous thoughts. Reduce tendencies towards day dreaming,distracted,age_55_plus,man,employed_full_time,uk,somewhat,honesty,,
yes,21_30_minutes,email_messaging_apps;smartphone_notifications,sometimes,sometimes,rarely,somewhat_misaligned,somewhat_more_focused,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Texting apps like watsup,Lazy,age_25_34,man,employed_full_time,us,somewhat,,hard_work_diligence,
yes,more_than_30_minutes,email_messaging_apps;multitasking_switching_tasks,sometimes,sometimes,rarely,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Not having colleagues messaging/ringing,Annoyed,age_55_plus,woman,employed_full_time,uk,somewhat,,honesty,integrity
yes,21_30_minutes,background_noise_environment;colleagues_family_friends;email_messaging_apps,sometimes,often,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,working in a personal office,lost,age_35_44,man,employed_full_time,uk,not_really,,kindness_compassion,
yes,5_10_minutes,multitasking_switching_tasks;smartphone_notifications;social_media_scrolling,sometimes,sometimes,sometimes,somewhat_aligned,neutral,scheduling_focus_time_timers;taking_breaks_exercise,"Constantly speaking in my mind, as it can be loud and distracting",Annoyed,age_25_34,woman,employed_part_time,uk,not_really,honesty,,
yes,21_30_minutes,internal_thoughts_worries;multitasking_switching_tasks;social_media_scrolling,sometimes,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise,"Stop my internal thoughts from interfering in what I do, quieten my mind.",Frustrated,age_45_54,woman,self_employed,uk,somewhat,integrity,,kindness_compassion
yes,more_than_30_minutes,multitasking_switching_tasks;smartphone_notifications;social_media_scrolling,rarely,sometimes,rarely,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,"Not going off topic so easily, remaining focused on the subject at hand.",Flustered,age_18_24,woman,employed_full_time,uk,somewhat,loyalty,integrity,kindness_compassion
yes,more_than_30_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,rarely,rarely,sometimes,somewhat_aligned,neutral,silencing_notifications;taking_breaks_exercise,Ignoring my phone,Life,age_35_44,woman,employed_part_time,uk,not_really,honesty,kindness_compassion,
yes,more_than_30_minutes,background_noise_environment;smartphone_notifications,rarely,never,rarely,very_strongly_aligned,much_more_focused_energized,silencing_notifications;working_in_quiet_spaces,"To increase my ability to focus, the one thing I would alter is eliminating distractions in my environment, whether in the form of noise, notifications, or interruptions, in order to be entirely present with the task I have at hand.",Frustrated,age_45_54,woman,employed_full_time,us,yes_definitely,integrity,,kindness_compassion
yes,21_30_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,rarely,sometimes,often,somewhat_misaligned,much_more_focused_energized,taking_breaks_exercise,"I'd change my working environment so that I could work in a quieter place where I'm not interrupted by people talking to me, it would help me focus more and have less distractions overall.",annoyed,age_35_44,man,employed_full_time,uk,somewhat,honesty,,kindness_compassion
